,audio_path,text,sampling_rate,train_or_test
60,./audio/ch_ag_0559.wav,Ich ben happy do.,16000,TRAIN
61,./audio/ch_ag_0567.wav,"Es wäri auned optimal, wenn d'FDP-Bondesrötin Kathrin Keller Sutter agreffe wärde wörd.",16000,TRAIN
62,./audio/ch_ag_0622.wav,"Eines Tages het em sini Muetter gseit: ""Rotchäppli, do esch es Stöck Chueche ond e Fläsche Wi.",16000,TRAIN
63,./audio/ch_ag_0656.wav,Nach es paar Schnett het sech s'Meitli chönne befreie.,16000,TRAIN
64,./audio/ch_ag_0672.wav,"S'Warnscheld ""Weldwächsel"" zeigt wenig Wörkig.",16000,TRAIN
65,./audio/ch_ag_0692.wav,"Bsonders wenn eri Stängel öbere Wenter stoh gloh wärde, will de Distelfenk fresst d'Some.",16000,TRAIN
66,./audio/ch_ag_0696.wav,De Aueschotzpark esch dor en Volksabstemmig nünzähhondertdrüenünzg entstande.,16000,TRAIN
67,./audio/ch_ag_0702.wav,Hans Bieri het nünzähhondertsächenünzg als eine fode erschte Schwizer Wasserböffel a sin Hof gholt.,16000,TRAIN
68,./audio/ch_ag_0725.wav,Do werd verwelderets Chriesilorbeer osem Wald entfärnt.,16000,TRAIN
69,./audio/ch_ag_0726.wav,En knallgälbe Schmätterling flatteret öber d'Wese.,16000,TRAIN
70,./audio/ch_ag_0742.wav,"So gehts mehreri sognannti Häxetier: schwarzi Chatze, Chrite, Üle ond ebe Rabe oder Chrähe.",16000,TRAIN
71,./audio/ch_ag_0747.wav,Die drigs Quadratkilometer grossi Landschaft chönne mer ned nach Naturschotz-Lehrbuech pfläge.,16000,TRAIN
72,./audio/ch_ag_0752.wav,"De höche Steckstoff- ond Phosphorghalt loht Alge ond Bakterie wache, dor das senkt de Surstoffghalt.",16000,TRAIN
73,./audio/ch_ag_0762.wav,Dör d'Entsorgig gehts professionell gfüehrti Kompostierahlage.,16000,TRAIN
74,./audio/ch_ag_0772.wav,"Edem er Bäch staut, trett s'Wasser öber d'Ufer ond öbersdchwämmt s'Ackerland.",16000,TRAIN
75,./audio/ch_ag_0826.wav,Privatlüt nötze s'Herbizit au för de Rase deheime.,16000,TRAIN
76,./audio/ch_ag_0837.wav,Be insgesamt foifezwänzgtusig CT-Onternähme esches em Kantonsspital Bade letscht JOhr zo drü Verwächslige cho.,16000,TRAIN
77,./audio/ch_ag_0839.wav,Herbert Kappauf warnt vor verlockende Allmachtfantasie.,16000,TRAIN
78,./audio/ch_ag_0852.wav,Abklärt wärde chönni en möglechi Infektion dor en Abstrech osem Nase-Rache-Rum.,16000,TRAIN
79,./audio/ch_ag_0866.wav,E Grond dodeför esch die emmer älteri Bevölkerig.,16000,TRAIN
80,./audio/ch_ag_0872.wav,Au Laserpointer send fode Verornig betroffe.,16000,TRAIN
81,./audio/ch_ag_0880.wav,Sie esch of vier JOhr ahgleit ond wert jöhrlech met hondertföfzähtusig Franke onterstötzt.,16000,TRAIN
82,./audio/ch_ag_0882.wav,För MRI-Ontersuechige werd meischtens es Kontraschtmettel gsprötzt.,16000,TRAIN
83,./audio/ch_ag_0894.wav,Om d'Software muessmer sech ebefalls kei Sorge mache.,16000,TRAIN
84,./audio/ch_ag_0921.wav,"D'Verstöss gäge d'Playstore Rechtlinie, wo irrefüehrendi ond schädlechi behauptige ontersage.",16000,TRAIN
85,./audio/ch_ag_0954.wav,E Flog zwösche AMerika ond Europa esch eTransatlantikflog.,16000,TRAIN
86,./audio/ch_ag_0960.wav,Enere witere Ehe het sie no en Tochter.,16000,TRAIN
87,./audio/ch_ag_0964.wav,Sie werd för foif Johr erteilt ond muess dene wederholt wärde.,16000,TRAIN
88,./audio/ch_ag_0970.wav,Kneipp esch scho set Johre longechrank gsi ond het sis Studiom ständig müesse onterbräche.,16000,TRAIN
89,./audio/ch_ag_0973.wav,Er het das ofen Aruefbeantworter ufgno.,16000,TRAIN
90,./audio/ch_ag_0989.wav,De Atlantis wörd dene zor Startalag fahre ond normal starte.,16000,TRAIN
91,./audio/ch_ag_1006.wav,"E Zitlang het er E-gitarre gspellt, het sis Inträsse schliesslech aber de Akustikgitarre zuegwandt.",16000,TRAIN
92,./audio/ch_ag_1015.wav,Debi send d'Leischtige vom Vorjohr usschlaggäbend.,16000,TRAIN
93,./audio/ch_ag_1022.wav,Offeni oder onbeschränki Intervall send ned zuegloh.,16000,TRAIN
94,./audio/ch_ag_1030.wav,De Landeschreis liht ede Provinz fo Südoschtasie.,16000,TRAIN
95,./audio/ch_ag_1043.wav,De Bahnhof het drü dorchgehendi Gleis ond ies Ladegleis.,16000,TRAIN
96,./audio/ch_ag_1050.wav,"D'Sendig het jewils eis Thema, zodem d'Hörer ahlüte ond metdiskutiere chönne.",16000,TRAIN
97,./audio/ch_ag_1053.wav,Zentrifugiert ond gfelterel bechonnt mer de klari Öpfelsaft.,16000,TRAIN
98,./audio/ch_ag_1067.wav,"Erkennigsmerkmol esch d'Usbochtig ade Front fode Motorhube, onter dere de Ladeloftchüehler setzt.",16000,TRAIN
99,./audio/ch_ag_1101.wav,Sie esch zor zuefluchtstädt für e dütsche ond europäische Länder bedröckte Gläubiger worde.,16000,TRAIN
100,./audio/ch_ag_1114.wav,Erscht fodo hetmer bequem s'Mettelmeer chönne erreiche.,16000,TRAIN
101,./audio/ch_ag_1115.wav,"Also heters usgnötzt, dass Apotheker die ganzi Nacht hend müend parat si.",16000,TRAIN
102,./audio/ch_ag_1127.wav,Es muess sech dodebi ned om en Betrug em juristische Senn handle.,16000,TRAIN
103,./audio/ch_ag_1143.wav,D'Temperature gönd en Norde es bezzeli zrogg.,16000,TRAIN
104,./audio/ch_ag_1146.wav,Wähend d'Störige wieterhen em Norde doreziehnd.,16000,TRAIN
105,./audio/ch_ag_1155.wav,"Ede nördleche Hälfti fo Europa send Rägewolche onterwägs, dete eschmer edem Weschtwendwätter dene.",16000,TRAIN
106,./audio/ch_ag_1175.wav,"Öber Gänf ond Basel werd d'Bise weder schwäche, d'Chälti bliebt aber no.",16000,TRAIN
107,./audio/ch_ag_1189.wav,Am Nomitag beldet sech es Hochdrockgebiet öber Europa.,16000,TRAIN
108,./audio/ch_ag_1210.wav,D'Lawinegfohr ede ganze ALpe no erhäblech.,16000,TRAIN
109,./audio/ch_ag_1224.wav,Ond sommerelch esches eigentelch nomeno em Solothorn ond Basel Land.,16000,TRAIN
110,./audio/ch_ag_1225.wav,"Basel Stadt, Romanshorn, Sankt Galle ond au Schwitz chonnt de Flächi Räge.",16000,TRAIN
111,./audio/ch_ag_1231.wav,Jetzt ede Nacht bliebts be eus also ruehig.,16000,TRAIN
112,./audio/ch_ag_1270.wav,D'Qualität fode Fasere esch lut Füglistaller sehr guet.,16000,TRAIN
113,./audio/ch_ag_1294.wav,"Das bedütet glichzitig au Nei zom ""Wäg fode Schwiz"" ome Umersee.",16000,TRAIN
114,./audio/ch_ag_1315.wav,"Mer improvisiere Obe för Obe, met Computer aber au met Gitarre ond Perkussion.",16000,TRAIN
115,./audio/ch_ag_1318.wav,Die beide Blackboxe send geborge ond sölle em Iran ontersuecht wärde.,16000,TRAIN
116,./audio/ch_ag_1336.wav,De füehrendi Anti-Apharteid-Kämpfer ond Nationalhäld het sebenezwänzg Johr em Gfängnis verbrocht.,16000,TRAIN
117,./audio/ch_ag_1349.wav,Zodem wärde neui Partnerschafte met Ghana ond Äthiopie lanciert.,16000,TRAIN
118,./audio/ch_ag_1350.wav,"D'Amerikaner händs ned gschafft, nachem Storz fom Diktator Saddam Hussein för Rueh ond Stabilität sorge.",16000,TRAIN
119,./audio/ch_ag_1372.wav,Aber s'Subventionsprogramm fom Yingluck het au es Loch fo mehrere Milliarde Dollar e Staatshushalt gresse.,16000,TRAIN
120,./audio/ch_ag_1375.wav,Vor allem d'Schlüssig fo tusige Staatsbetreb het vell Polinne ond Pole hert droffe.,16000,TRAIN
121,./audio/ch_ag_1377.wav,"D'Staatsmedie reagiere metere Social-Media-Kampagne, edere sech User als Bschötzer fode chinesische Flagge insziniere.",16000,TRAIN
122,./audio/ch_ag_1378.wav,Meh als drühondert Mönsche send dor die heimlech os de DDR nach Wescht-Berlin gflohe.,16000,TRAIN
123,./audio/ch_ag_1381.wav,Bush het allerdengs d'Wederwahl em nöchschte Johr verlore.,16000,TRAIN
124,./audio/ch_ag_1432.wav,Das Land met sim Stolz of de Sieg gäge d'Sowjetunion öber de Faschesmus läbi zu sehr ede Vergangeheit.,16000,TRAIN
125,./audio/ch_ag_1437.wav,De neu Präsidänt fo Mexico het be sim Amtsitrett vell versproche.,16000,TRAIN
126,./audio/ch_ag_1471.wav,"D'Bure erhalte dodeför einersits Direktszahlige fom Bond, sie chönne aber am Markt au meh verlange.",16000,TRAIN
127,./audio/ch_ag_1473.wav,Henter de klimapolitische Forderige fo Lenks-Grüen wetteret sie en Ahgreff ofs Portemonnaie vom Mettelstand.,16000,TRAIN
128,./audio/ch_ag_1501.wav,Wenig öberraschend - werd doch d'Klimabewegig em Wesentleche fo jonge Erwachsene treit.,16000,TRAIN
129,./audio/ch_ag_1506.wav,Ond doch en neui Nationalrötin: Esther Friedli osem Toggeborg.,16000,TRAIN
130,./audio/ch_ag_1507.wav,Mer händ d'Yvonne Beutler a erem letschte Arbeitstag bsuecht ond of eri politischi Laufbahn zroggluegt.,16000,TRAIN
131,./audio/ch_ag_1511.wav,Neu werd of Bondesäbeni e Lengs-Metti-Politik möglech.,16000,TRAIN
132,./audio/ch_ag_1518.wav,"Au d'Frog, wie könftig meh Strom os Wend ond Sonne gförderet wärde söll, stoht z'oberscht of de politische Agända.",16000,TRAIN
133,./audio/ch_ag_1539.wav,"Wennmer bispelswis be Legeschafte möglechscht schnäll fo Öl wägcho wörde, wäri das e riesige Areiz.",16000,TRAIN
134,./audio/ch_ag_1549.wav,Wie sie öberhaupt em Europadossier en zuenähmend wechtigi Rolle spelt.,16000,TRAIN
135,./audio/ch_ag_1551.wav,"D'Kantön gliche sech bede Gwönnstüre ah, bis of es paar Usnahme.",16000,TRAIN
136,./audio/ch_ag_1557.wav,Spannend bliebt de Kampf om de zwoiti Ständerotssetz.,16000,TRAIN
137,./audio/ch_ag_1592.wav,de Roger Federer het am Mittwoch en Operation ah sim rechte Chnü gha.,16000,TRAIN
138,./audio/ch_ag_1611.wav,Au de eigentlichi Ersatzspeler Divock Origi het zwoi Goal gmacht.,16000,TRAIN
139,./audio/ch_ag_1623.wav,De Offensivspeler blüeht bem Vfb Stuttgart rechtig uf ond het au am Wochenend gäge sin Ex-Club Hoffeheim troffe.,16000,TRAIN
140,./audio/ch_ag_1667.wav,"Ond es esch die ersti positivi Dopingprob gsi, sett em Schwengsport Dopingkontrollene dor Antidoping Schwiz doregfüehrt wärde.",16000,TRAIN
141,./audio/ch_ag_1669.wav,"Bem Verband Swiss Triathlon heissts of Afrog , dass au d'triathlon-Verastalter e chörzi dodröber diskutiere wänd.",16000,TRAIN
142,./audio/ch_ag_1700.wav,"Du wartisch, besmer do send.",16000,TRAIN
143,./audio/ch_ag_1705.wav,Ade Wand es Wöschbecki meteme Sprong.,16000,TRAIN
144,./audio/ch_ag_1713.wav,Sie brüellt ned ond sie rönnt auned metem Chopf gäge d'Wand.,16000,TRAIN
145,./audio/ch_ag_1722.wav,Eddie het ehm sis Zippo zuegrüehrt.,16000,TRAIN
146,./audio/ch_ag_1734.wav,"Aber er het ned wedersproche, wo sie sech gweigeret het.",16000,TRAIN
147,./audio/ch_ag_1758.wav,"Sie lönd sech loh goh, händ weder zuegno.",16000,TRAIN
148,./audio/ch_ag_1783.wav,Höt gehts kochti Härdöpfel het s'Mami gseit.,16000,TRAIN
149,./audio/ch_ag_1795.wav,Noch de Wändi het sie d'Usbeldig beendet ond en Berlin d'Abitur nochegmacht.,16000,TRAIN
150,./audio/ch_ag_1806.wav,"Narbe, Falte ond Akne chönne ebefalls behandlet wärde.",16000,TRAIN
151,./audio/ch_ag_1807.wav,Letztlich esch d'Situation eskaliert ond de Pollock het sech em Alkoholrusch zu Tode gfahre.,16000,TRAIN
152,./audio/ch_ag_1828.wav,Aber wäge de Waldbrandgfohr muessmer sehr vorsechtig si.,16000,TRAIN
153,./audio/ch_ag_1829.wav,"Fo Schneeräge redet mer, wenns glichzitig rägnet ond schneit.",16000,TRAIN
154,./audio/ch_ag_1832.wav,Es grengs Gwetterrisiko hemmer höt em Nordweste fo Dütschland.,16000,TRAIN
155,./audio/ch_ag_1835.wav,"Wätterbrecht fom fritig, em achte April zwoitusigondzwänzg för d'Oschtschwiz.",16000,TRAIN
156,./audio/ch_ag_1842.wav,Schneefallgränze esch zwösche tusigvierhondert und tusigsebehondert Meter.,16000,TRAIN
157,./audio/ch_ag_1868.wav,Am Mentig näbst Sonne au Rägegöss.,16000,TRAIN
158,./audio/ch_ag_1871.wav,Höt Morge esch de Hemmel wolchegrau gsi.,16000,TRAIN
159,./audio/ch_ag_1896.wav,"D'Mobilität söll gwährleischtet si, de Verchehr rolle, au of de Strosse ond Schene.",16000,TRAIN
160,./audio/ch_ag_1923.wav,"Onzähligi Firmene profitiere fo belligem Gäld, Staate send verscholdet wie nie.",16000,TRAIN
161,./audio/ch_ag_1926.wav,S'Amt för Wertschaft ond Arbet weisses ned wörklech.,16000,TRAIN
162,./audio/ch_ag_1950.wav,Die Belder send präzig wie moderni Produktfotografie met alte Requisite.,16000,TRAIN
163,./audio/ch_ag_1951.wav,Ond fo Obe droht de Bärgstorz.,16000,TRAIN
164,./audio/ch_ag_1993.wav,"Alpinismus esch vell meh, als sech ede Bärge usz'tobe, seit de SAC-Präsidänt Francois Jacquet em Interview.",16000,TRAIN
165,./audio/ch_ag_2000.wav,"Sie füehli sech sehr geehrt dor de Pris, seit sie, ond dass sie jetzt quasi zor creme de la creme fo de Wesseschaft ghört.",16000,TRAIN
166,./audio/ch_ag_2006.wav,"Holz esch es vertrauts Material, ond au eis wo vertraut veralte cha.",16000,TRAIN
167,./audio/ch_ag_2008.wav,D'Zälle wärde meteme Schräderer zerquetscht.,16000,TRAIN
168,./audio/ch_ag_2009.wav,Au Comicfigure oder grobschlächtigi Animatione ghöre zodere Kategorie.,16000,TRAIN
169,./audio/ch_ag_2029.wav,Veli Fachlüt händ am internationale Tag fode ältere Generation d'Show-Rüm beseschtigt.,16000,TRAIN
170,./audio/ch_ag_2033.wav,Omgekehrt wörde Forschigsergäbnis ned ed Praxis cho.,16000,TRAIN
171,./audio/ch_ag_2035.wav,Die send set hondert Johr em Isatz bede SBB ond händ sech set dere Zit praktisch ned veränderet.,16000,TRAIN
172,./audio/ch_ag_2050.wav,"Er söll de Ständerotsetz, wo d'FDP vor acht Johr verlore het, zrogghole.",16000,TRAIN
173,./audio/ch_ag_2061.wav,Weltwit ghört sie zode meischt zitierte Forschende of erem Gebiet.,16000,TRAIN
174,./audio/ch_ag_2066.wav,Die brancheöbleche Wietetrbeldige all zwoi Johr hets nome för Männer geh.,16000,TRAIN
175,./audio/ch_ag_2069.wav,Sie het au vor de ETH intensivi Verbendige met de Wösseschaft hergstellt.,16000,TRAIN
176,./audio/ch_ag_2116.wav,"Asiate heige en andere Ongang met digitale Date als mer en Europa, erklärt de Remo Burkhardt.",16000,TRAIN
177,./audio/ch_ag_2119.wav,"Das heisst, jedi Behörde bearbeitet die Date, wo sie zom Vollzog fom Uftrag bruche.",16000,TRAIN
178,./audio/ch_ag_2124.wav,Det enne werd fode Kantön en gmeinsami Versorgigsplanig ond interkantonali Absproch verlangt.,16000,TRAIN
179,./audio/ch_ag_2131.wav,Set föfzäh Johr engagiert er sech em Vorstand fodere Vereinigung före Schotz fode oberengadiner Seelandschaft.,16000,TRAIN
180,./audio/ch_ag_2141.wav,E beidne Fäll händ d'Täter mehreri Zähtusig Franke klaut.,16000,TRAIN
181,./audio/ch_ag_2150.wav,d'Gl-Standort Rhifälde ond Wohle falle wäg.,16000,TRAIN
182,./audio/ch_ag_2160.wav,Bis jetzt esch Brogg em Gegesatz zude andere Grossstädt em Kanton Aargau Aarau ond Bade ned grad als Fest-Metropole bekannt gsi.,16000,TRAIN
183,./audio/ch_ag_2167.wav,Fast zwoihondert Millione Franke hät Postauto e Form fo erhöhte Subventione klaut.,16000,TRAIN
184,./audio/ch_ag_2178.wav,Dodefo het au Zog profitiert.,16000,TRAIN
185,./audio/ch_ag_2195.wav,Werom weri es Museum met Maschene nöme zietgemäss?,16000,TRAIN
186,./audio/ch_ag_2201.wav,En fraktionsübergriefende Interpelation fo verschedene Fraktionsmetgleder verlangt en,16000,TRAIN
187,./audio/ch_ag_2256.wav,"Scho fo witem hani gseh, dasser sini Fläsche werd usleere.",16000,TRAIN
188,./audio/ch_ag_2267.wav,"Wederemol esch er de Jöngsti gsi, wo am Ässtesch sis Glas usgleert het.",16000,TRAIN
189,./audio/ch_ag_2280.wav,Höt no esch sis Hotel nach dem damols ihsässige Coroados-Indios bekannt.,16000,TRAIN
190,./audio/ch_ag_2299.wav,Die imposante hölzerne Synagoge send abebrönnt worde ond jüdischi Fredhöf demoliert worde.,16000,TRAIN
191,./audio/ch_ag_2305.wav,Notwendigs know-how fo osländische Firmene werd dor Beteiligonge ikauft.,16000,TRAIN
192,./audio/ch_ag_2319.wav,"S'Auto esch met de beide eh Mississippi gstosse worde, beidi send ertronke.",16000,TRAIN
193,./audio/ch_ag_2327.wav,Dor die Schrett send die sowieso scho enorme Choste es wieters Mol explodiert.,16000,TRAIN
194,./audio/ch_ag_2355.wav,"Dor das, dasser so gizig gsi esch, heter sehr vell Gäld chönne spare.",16000,TRAIN
195,./audio/ch_ag_2391.wav,"En ""Wer het euse Dinosaurier klaut?""",16000,TRAIN
196,./audio/ch_ag_2401.wav,"D'Arie: ""De Wachstom isch fest ond lachi vor Lost.",16000,TRAIN
197,./audio/ch_ag_2426.wav,Fomer usgseh heter alles gmacht.,16000,TRAIN
198,./audio/ch_ag_2428.wav,"Fomerus, wege dere Cheschte Champagner.",16000,TRAIN
199,./audio/ch_ag_2432.wav,"Es paar i hätte velecht gmotzt, aber sie wörde eri Klappene halte, wenn ehne öpper verzelle wörd, dass Muetter Abagail benne sächzg Täg för Strom sorgt.",16000,TRAIN
200,./audio/ch_ag_2465.wav,"De Erzmagier het wahrschindlecht demet prahlt, zom em Volk als onstärblech z'erschiene.",16000,TRAIN
201,./audio/ch_ag_2476.wav,"De Karren het usgseh, als seigi er met Karacho ed Mur gfahre.",16000,TRAIN
202,./audio/ch_ag_2490.wav,Fo dem Moment her beni grönnt.,16000,TRAIN
203,./audio/ch_ag_2495.wav,Die ganzi Zit sekklisch omenand ond helfsch andere Mönsche.,16000,TRAIN
204,./audio/ch_ag_2508.wav,"Er esch sofort ufgstande, esch nöme lang em Bett läge blobe wie söst ond hett beschlosse, no a dem Tag s'schwerige Gspröch met sinere Muetter henter sech z'brenge.",16000,TRAIN
205,./audio/ch_ag_2521.wav,D'Lüt händ enander ahgluegt.,16000,TRAIN
206,./audio/ch_ag_2527.wav,Ich schele ahgwedert inne ond schiebs brüsk zor Site.,16000,TRAIN
207,./audio/ch_ag_2544.wav,Die schliecht scho set Wochene do omenand.,16000,TRAIN
208,./audio/ch_ag_2554.wav,"Tüf onter sech heter en Mah ghört, wo gschnarchlet het.",16000,TRAIN
209,./audio/ch_ag_2562.wav,"Aber no während dem ich am schreie gsi ben, het sech d' Christiane en Loft ufglöst.",16000,TRAIN
210,./audio/ch_ag_2570.wav,Schrompfsch du zomene chline CHäfer zäme?,16000,TRAIN
211,./audio/ch_ag_2578.wav,Die scharfe Kantene fode zerklüftete Felswand händ em d'Hut ufgschörft.,16000,TRAIN
212,./audio/ch_ag_2593.wav,"Wenn pressiersch, erreichsch vorem Sonneufgang d'Stross.",16000,TRAIN
213,./audio/ch_ag_2627.wav,"Ond jo, ich spare au s'Trenkgäld.",16000,TRAIN
214,./audio/ch_ag_2628.wav,"Ich spare Zit, het de Franz ruehig erwederet.",16000,TRAIN
215,./audio/ch_ag_2631.wav,Ich han es bezzeli Gäld gspart.,16000,TRAIN
